,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
3,2,Sean Woodson,0,28 of 51,54%,41 of 67,0 of 1,0%,0,0,0:00,28 of 51,23 of 44,1 of 2,4 of 5,23 of 46,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/331ddc1141e934d1
4,3,Charles Jourdain,0,20 of 59,33%,31 of 71,0 of 1,0%,1,0,0:45,20 of 59,6 of 34,10 of 19,4 of 6,16 of 54,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/331ddc1141e934d1
5,3,Sean Woodson,0,21 of 45,46%,22 of 46,1 of 2,50%,0,0,0:39,21 of 45,17 of 39,3 of 5,1 of 1,19 of 42,0 of 0,2 of 3,http://www.ufcstats.com/fight-details/331ddc1141e934d1
0,1,Serhiy Sidey,0,17 of 51,33%,17 of 52,0 of 1,0%,0,0,0:06,17 of 51,7 of 36,5 of 10,5 of 5,17 of 51,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/43d90683078fcee5
1,1,Ramon Taveras,0,22 of 45,48%,22 of 46,0 of 0,---,0,0,0:00,22 of 45,11 of 33,5 of 6,6 of 6,21 of 44,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/43d90683078fcee5
2,2,Serhiy Sidey,0,39 of 108,36%,41 of 110,0 of 3,0%,0,0,0:18,39 of 108,30 of 94,8 of 13,1 of 1,33 of 100,6 of 8,0 of 0,http://www.ufcstats.com/fight-details/43d90683078fcee5
3,2,Ramon Taveras,1,24 of 58,41%,24 of 58,0 of 0,---,0,0,0:06,24 of 58,23 of 57,1 of 1,0 of 0,23 of 56,0 of 0,1 of 2,http://www.ufcstats.com/fight-details/43d90683078fcee5
4,3,Serhiy Sidey,0,23 of 67,34%,23 of 67,0 of 0,---,0,0,0:00,23 of 67,14 of 51,7 of 13,2 of 3,23 of 67,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/43d90683078fcee5
5,3,Ramon Taveras,0,16 of 44,36%,16 of 44,0 of 0,---,0,0,0:00,16 of 44,14 of 41,2 of 3,0 of 0,16 of 44,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/43d90683078fcee5
0,1,Gillian Robertson,0,8 of 13,61%,16 of 23,1 of 1,100%,1,0,3:52,8 of 13,7 of 12,0 of 0,1 of 1,2 of 5,0 of 0,6 of 8,http://www.ufcstats.com/fight-details/dff2685afd98ed9e
1,1,Polyana Viana,0,8 of 18,44%,20 of 31,0 of 0,---,0,0,0:27,8 of 18,7 of 16,1 of 2,0 of 0,5 of 14,0 of 0,3 of 4,http://www.ufcstats.com/fight-details/dff2685afd98ed9e
2,2,Gillian Robertson,0,15 of 26,57%,33 of 68,1 of 1,100%,0,0,2:14,15 of 26,13 of 23,0 of 0,2 of 3,3 of 8,0 of 0,12 of 18,http://www.ufcstats.com/fight-details/dff2685afd98ed9e
3,2,Polyana Viana,0,4 of 23,17%,13 of 35,0 of 0,---,0,0,0:00,4 of 23,3 of 21,1 of 1,0 of 1,4 of 23,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/dff2685afd98ed9e
0,1,Yohan Lainesse,0,1 of 9,11%,1 of 9,0 of 0,---,0,0,0:05,1 of 9,1 of 8,0 of 0,0 of 1,1 of 9,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/a10e2d5416972b9c
1,1,Sam Patterson,0,5 of 10,50%,5 of 10,1 of 1,100%,1,0,0:41,5 of 10,5 of 10,0 of 0,0 of 0,5 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/a10e2d5416972b9c
0,1,Jasmine Jasudavicius,0,32 of 43,74%,138 of 173,1 of 1,100%,0,0,4:36,32 of 43,32 of 43,0 of 0,0 of 0,1 of 3,0 of 0,31 of 40,http://www.ufcstats.com/fight-details/7736eb6bd5c1ff4a
1,1,Priscila Cachoeira,0,4 of 11,36%,5 of 12,0 of 0,---,0,0,0:00,4 of 11,3 of 10,1 of 1,0 of 0,3 of 10,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/7736eb6bd5c1ff4a
2,2,Jasmine Jasudavicius,1,34 of 40,85%,110 of 129,0 of 0,---,2,0,4:38,34 of 40,33 of 39,1 of 1,0 of 0,2 of 2,0 of 0,32 of 38,http://www.ufcstats.com/fight-details/7736eb6bd5c1ff4a
3,2,Priscila Cachoeira,0,2 of 5,40%,2 of 5,0 of 0,---,0,0,0:00,2 of 5,0 of 3,0 of 0,2 of 2,2 of 4,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/7736eb6bd5c1ff4a
4,3,Jasmine Jasudavicius,0,27 of 37,72%,78 of 96,1 of 4,25%,1,0,2:11,27 of 37,19 of 27,5 of 7,3 of 3,20 of 29,2 of 3,5 of 5,http://www.ufcstats.com/fight-details/7736eb6bd5c1ff4a
5,3,Priscila Cachoeira,0,18 of 34,52%,19 of 35,0 of 0,---,0,0,0:05,18 of 34,16 of 31,2 of 3,0 of 0,15 of 31,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/7736eb6bd5c1ff4a
0,1,Malcolm Gordon,0,19 of 39,48%,55 of 84,1 of 1,100%,1,0,4:13,19 of 39,18 of 37,1 of 2,0 of 0,3 of 13,2 of 2,14 of 24,http://www.ufcstats.com/fight-details/ab105e5a56b5ee90
1,1,Jimmy Flick,0,0 of 2,0%,4 of 6,0 of 3,0%,2,0,0:28,0 of 2,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ab105e5a56b5ee90
2,2,Malcolm Gordon,0,18 of 31,58%,19 of 32,0 of 0,---,0,0,0:00,18 of 31,17 of 30,1 of 1,0 of 0,15 of 28,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/ab105e5a56b5ee90
3,2,Jimmy Flick,0,3 of 5,60%,3 of 5,1 of 1,100%,2,0,0:39,3 of 5,2 of 3,0 of 1,1 of 1,3 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ab105e5a56b5ee90
0,1,Magomed Ankalaev,0,17 of 33,51%,17 of 33,0 of 0,---,0,0,0:02,17 of 33,2 of 13,2 of 3,13 of 17,17 of 33,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f2b407019b2a5c15
1,1,Johnny Walker,0,15 of 50,30%,17 of 52,0 of 0,---,0,0,0:00,15 of 50,2 of 26,2 of 5,11 of 19,15 of 50,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f2b407019b2a5c15
2,2,Magomed Ankalaev,1,22 of 25,88%,22 of 25,0 of 0,---,0,0,0:03,22 of 25,6 of 9,4 of 4,12 of 12,21 of 24,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/f2b407019b2a5c15
3,2,Johnny Walker,0,9 of 21,42%,9 of 21,0 of 0,---,0,0,0:00,9 of 21,0 of 8,1 of 1,8 of 12,9 of 21,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f2b407019b2a5c15
0,1,Jim Miller,0,32 of 64,50%,33 of 65,0 of 0,---,0,0,0:17,32 of 64,17 of 47,5 of 7,10 of 10,30 of 60,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/640f2ae3995b3b4f
1,1,Gabriel Benitez,0,32 of 77,41%,32 of 77,0 of 0,---,0,0,0:01,32 of 77,18 of 56,7 of 14,7 of 7,31 of 76,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/640f2ae3995b3b4f
2,2,Jim Miller,0,28 of 38,73%,42 of 53,1 of 1,100%,0,0,2:52,28 of 38,19 of 29,4 of 4,5 of 5,18 of 28,3 of 3,7 of 7,http://www.ufcstats.com/fight-details/640f2ae3995b3b4f
3,2,Gabriel Benitez,0,22 of 48,45%,26 of 54,0 of 0,---,0,0,0:00,22 of 48,17 of 42,2 of 3,3 of 3,22 of 48,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/640f2ae3995b3b4f
4,3,Jim Miller,0,20 of 38,52%,21 of 39,1 of 1,100%,1,0,0:46,20 of 38,14 of 32,1 of 1,5 of 5,19 of 37,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/640f2ae3995b3b4f
5,3,Gabriel Benitez,0,26 of 57,45%,26 of 57,0 of 0,---,0,0,0:00,26 of 57,16 of 47,4 of 4,6 of 6,26 of 57,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/640f2ae3995b3b4f
0,1,Ricky Simon,0,9 of 16,56%,13 of 20,1 of 4,25%,0,0,1:31,9 of 16,5 of 11,0 of 0,4 of 5,9 of 16,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/a8239866e1222eae
1,1,Mario Bautista,0,18 of 53,33%,18 of 53,0 of 0,---,0,0,0:00,18 of 53,9 of 38,7 of 9,2 of 6,18 of 52,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/a8239866e1222eae
2,2,Ricky Simon,0,21 of 48,43%,24 of 51,0 of 3,0%,0,0,0:28,21 of 48,14 of 41,4 of 4,3 of 3,20 of 47,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/a8239866e1222eae
3,2,Mario Bautista,0,38 of 90,42%,38 of 90,0 of 1,0%,0,0,0:00,38 of 90,24 of 70,11 of 17,3 of 3,38 of 89,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/a8239866e1222eae
4,3,Ricky Simon,0,15 of 44,34%,15 of 44,1 of 6,16%,0,0,1:01,15 of 44,14 of 43,0 of 0,1 of 1,15 of 43,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/a8239866e1222eae
5,3,Mario Bautista,0,56 of 127,44%,62 of 133,0 of 2,0%,0,0,0:14,56 of 127,43 of 111,13 of 16,0 of 0,54 of 125,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/a8239866e1222eae
0,1,Phil Hawes,0,13 of 27,48%,13 of 28,0 of 1,0%,0,0,0:00,13 of 27,8 of 18,4 of 7,1 of 2,12 of 24,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/d0d99889c6abd8e1
1,1,Brunno Ferreira,1,19 of 43,44%,24 of 49,1 of 4,25%,0,0,1:37,19 of 43,18 of 38,0 of 4,1 of 1,15 of 33,0 of 3,4 of 7,http://www.ufcstats.com/fight-details/d0d99889c6abd8e1
0,1,Andrei Arlovski,0,15 of 40,37%,15 of 40,0 of 0,---,0,0,0:00,15 of 40,4 of 21,5 of 12,6 of 7,15 of 40,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6f13fe34cb3ca906
1,1,Waldo Cortes-Acosta,0,15 of 48,31%,15 of 48,0 of 0,---,0,0,0:00,15 of 48,8 of 36,4 of 7,3 of 5,15 of 48,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6f13fe34cb3ca906
2,2,Andrei Arlovski,0,20 of 41,48%,20 of 41,0 of 0,---,0,0,0:00,20 of 41,4 of 20,8 of 13,8 of 8,20 of 41,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6f13fe34cb3ca906
3,2,Waldo Cortes-Acosta,0,14 of 44,31%,14 of 44,0 of 0,---,0,0,0:00,14 of 44,6 of 29,2 of 6,6 of 9,14 of 44,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6f13fe34cb3ca906
4,3,Andrei Arlovski,0,23 of 46,50%,23 of 46,0 of 0,---,0,0,0:00,23 of 46,5 of 22,9 of 15,9 of 9,23 of 46,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6f13fe34cb3ca906
5,3,Waldo Cortes-Acosta,0,20 of 44,45%,21 of 45,0 of 0,---,0,0,0:00,20 of 44,10 of 32,5 of 6,5 of 6,17 of 39,3 of 5,0 of 0,http://www.ufcstats.com/fight-details/6f13fe34cb3ca906
0,1,Matthew Semelsberger,0,11 of 29,37%,15 of 35,0 of 0,---,0,0,0:44,11 of 29,5 of 20,1 of 4,5 of 5,11 of 27,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/5f622d812b8f407f
1,1,Preston Parsons,0,20 of 35,57%,45 of 62,1 of 3,33%,0,0,0:21,20 of 35,5 of 19,7 of 8,8 of 8,17 of 30,3 of 4,0 of 1,http://www.ufcstats.com/fight-details/5f622d812b8f407f
2,2,Matthew Semelsberger,0,9 of 21,42%,10 of 23,1 of 2,50%,0,0,1:30,9 of 21,6 of 18,2 of 2,1 of 1,5 of 15,2 of 4,2 of 2,http://www.ufcstats.com/fight-details/5f622d812b8f407f
3,2,Preston Parsons,0,17 of 31,54%,36 of 53,4 of 5,80%,1,0,2:24,17 of 31,10 of 22,2 of 3,5 of 6,6 of 19,8 of 9,3 of 3,http://www.ufcstats.com/fight-details/5f622d812b8f407f
4,3,Matthew Semelsberger,0,8 of 19,42%,8 of 19,0 of 0,---,2,0,0:54,8 of 19,7 of 17,1 of 2,0 of 0,7 of 18,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/5f622d812b8f407f
5,3,Preston Parsons,0,10 of 21,47%,35 of 50,2 of 3,66%,1,1,3:41,10 of 21,10 of 21,0 of 0,0 of 0,2 of 10,0 of 0,8 of 11,http://www.ufcstats.com/fight-details/5f622d812b8f407f
0,1,Marcus McGhee,0,35 of 58,60%,44 of 69,1 of 3,33%,0,0,1:47,35 of 58,30 of 53,5 of 5,0 of 0,22 of 44,3 of 3,10 of 11,http://www.ufcstats.com/fight-details/03de7404decde12f
1,1,Gaston Bolanos,0,14 of 38,36%,14 of 39,0 of 0,---,0,0,0:04,14 of 38,6 of 25,4 of 7,4 of 6,14 of 38,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/03de7404decde12f
2,2,Marcus McGhee,1,30 of 65,46%,30 of 65,0 of 0,---,0,0,0:00,30 of 65,27 of 61,2 of 3,1 of 1,30 of 64,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/03de7404decde12f
3,2,Gaston Bolanos,0,14 of 43,32%,14 of 43,0 of 0,---,0,0,0:00,14 of 43,8 of 32,3 of 7,3 of 4,14 of 43,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/03de7404decde12f
0,1,Farid Basharat,0,14 of 35,40%,20 of 41,1 of 8,12%,0,0,1:37,14 of 35,2 of 16,1 of 7,11 of 12,14 of 33,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/477c3b9de012e4b3
1,1,Taylor Lapilus,0,14 of 29,48%,15 of 30,0 of 0,---,0,0,0:02,14 of 29,7 of 19,6 of 6,1 of 4,8 of 22,2 of 3,4 of 4,http://www.ufcstats.com/fight-details/477c3b9de012e4b3
2,2,Farid Basharat,0,15 of 33,45%,18 of 37,2 of 5,40%,0,0,2:28,15 of 33,6 of 17,4 of 9,5 of 7,12 of 27,2 of 3,1 of 3,http://www.ufcstats.com/fight-details/477c3b9de012e4b3
3,2,Taylor Lapilus,0,19 of 39,48%,19 of 39,0 of 0,---,0,0,0:00,19 of 39,11 of 28,5 of 7,3 of 4,19 of 39,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/477c3b9de012e4b3
4,3,Farid Basharat,0,13 of 32,40%,17 of 38,2 of 3,66%,1,0,2:53,13 of 32,6 of 20,2 of 3,5 of 9,13 of 32,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/477c3b9de012e4b3
5,3,Taylor Lapilus,0,7 of 25,28%,7 of 25,0 of 0,---,0,0,0:00,7 of 25,6 of 20,0 of 3,1 of 2,7 of 25,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/477c3b9de012e4b3
0,1,Westin Wilson,0,11 of 36,30%,11 of 36,0 of 3,0%,0,0,0:04,11 of 36,8 of 28,0 of 5,3 of 3,11 of 35,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/0494ebcee93e717b
1,1,Jean Silva,1,25 of 36,69%,25 of 36,1 of 1,100%,0,0,0:08,25 of 36,24 of 32,1 of 4,0 of 0,23 of 34,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/0494ebcee93e717b
0,1,Nikolas Motta,1,21 of 40,52%,21 of 40,0 of 0,---,0,0,0:09,21 of 40,19 of 35,2 of 5,0 of 0,8 of 19,0 of 1,13 of 20,http://www.ufcstats.com/fight-details/5344e76e26503716
1,1,Tom Nolan,0,12 of 20,60%,12 of 20,0 of 0,---,0,0,0:00,12 of 20,5 of 13,5 of 5,2 of 2,11 of 18,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/5344e76e26503716
0,1,Joshua Van,0,14 of 41,34%,23 of 51,0 of 0,---,0,0,0:06,14 of 41,7 of 30,2 of 5,5 of 6,14 of 41,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fd29123ff92789e4
1,1,Felipe Bunes,0,29 of 54,53%,29 of 54,1 of 2,50%,0,0,0:42,29 of 54,14 of 35,5 of 8,10 of 11,29 of 54,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fd29123ff92789e4
2,2,Joshua Van,1,69 of 100,69%,131 of 171,1 of 1,100%,0,0,1:08,69 of 100,56 of 86,13 of 14,0 of 0,47 of 74,9 of 11,13 of 15,http://www.ufcstats.com/fight-details/fd29123ff92789e4
3,2,Felipe Bunes,0,21 of 37,56%,28 of 47,1 of 4,25%,0,0,1:20,21 of 37,15 of 29,6 of 8,0 of 0,20 of 36,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/fd29123ff92789e4
0,1,Leon Edwards,0,13 of 31,41%,13 of 31,0 of 0,---,0,0,0:00,13 of 31,5 of 20,3 of 5,5 of 6,13 of 31,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
1,1,Colby Covington,0,10 of 28,35%,10 of 28,0 of 1,0%,0,0,0:00,10 of 28,5 of 20,2 of 2,3 of 6,10 of 28,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
2,2,Leon Edwards,0,18 of 27,66%,18 of 27,0 of 0,---,0,0,0:00,18 of 27,7 of 13,4 of 7,7 of 7,18 of 27,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
3,2,Colby Covington,0,13 of 36,36%,13 of 36,0 of 0,---,0,0,0:00,13 of 36,4 of 22,2 of 4,7 of 10,13 of 36,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
4,3,Leon Edwards,0,12 of 23,52%,13 of 24,1 of 2,50%,0,0,0:18,12 of 23,3 of 12,2 of 4,7 of 7,12 of 23,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
5,3,Colby Covington,0,7 of 32,21%,13 of 38,1 of 3,33%,0,0,0:34,7 of 32,1 of 21,2 of 4,4 of 7,7 of 31,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
6,4,Leon Edwards,0,11 of 22,50%,11 of 22,0 of 0,---,1,1,0:11,11 of 22,3 of 12,5 of 5,3 of 5,11 of 22,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
7,4,Colby Covington,0,13 of 26,50%,19 of 32,0 of 5,0%,0,0,1:27,13 of 26,10 of 22,0 of 1,3 of 3,13 of 26,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
8,5,Leon Edwards,0,3 of 5,60%,10 of 12,1 of 1,100%,1,0,0:58,3 of 5,3 of 5,0 of 0,0 of 0,2 of 4,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
9,5,Colby Covington,0,1 of 4,25%,54 of 60,1 of 1,100%,0,0,3:03,1 of 4,0 of 1,1 of 1,0 of 2,1 of 4,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3fa8ee3fdc04fe36
0,1,Alexandre Pantoja,0,27 of 40,67%,29 of 42,1 of 2,50%,0,0,2:50,27 of 40,9 of 19,10 of 13,8 of 8,19 of 30,2 of 3,6 of 7,http://www.ufcstats.com/fight-details/4896b36f1333d25c
1,1,Brandon Royval,0,13 of 30,43%,40 of 61,0 of 0,---,0,0,0:01,13 of 30,11 of 28,1 of 1,1 of 1,9 of 25,0 of 1,4 of 4,http://www.ufcstats.com/fight-details/4896b36f1333d25c
2,2,Alexandre Pantoja,0,10 of 15,66%,24 of 30,2 of 3,66%,0,0,3:44,10 of 15,5 of 8,4 of 6,1 of 1,6 of 10,1 of 1,3 of 4,http://www.ufcstats.com/fight-details/4896b36f1333d25c
3,2,Brandon Royval,0,12 of 16,75%,80 of 90,0 of 0,---,0,0,0:00,12 of 16,9 of 13,3 of 3,0 of 0,8 of 12,1 of 1,3 of 3,http://www.ufcstats.com/fight-details/4896b36f1333d25c
4,3,Alexandre Pantoja,0,17 of 26,65%,23 of 38,2 of 5,40%,0,0,2:13,17 of 26,5 of 14,6 of 6,6 of 6,15 of 24,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/4896b36f1333d25c
5,3,Brandon Royval,0,24 of 46,52%,63 of 86,0 of 1,0%,0,1,0:06,24 of 46,21 of 43,2 of 2,1 of 1,20 of 42,2 of 2,2 of 2,http://www.ufcstats.com/fight-details/4896b36f1333d25c
6,4,Alexandre Pantoja,0,0 of 1,0%,1 of 3,1 of 2,50%,1,0,4:21,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/4896b36f1333d25c
7,4,Brandon Royval,0,7 of 14,50%,28 of 38,0 of 0,---,0,1,0:31,7 of 14,7 of 14,0 of 0,0 of 0,1 of 2,0 of 0,6 of 12,http://www.ufcstats.com/fight-details/4896b36f1333d25c
8,5,Alexandre Pantoja,0,41 of 74,55%,49 of 82,2 of 2,100%,0,0,2:43,41 of 74,30 of 59,2 of 5,9 of 10,34 of 65,0 of 0,7 of 9,http://www.ufcstats.com/fight-details/4896b36f1333d25c
9,5,Brandon Royval,0,55 of 98,56%,70 of 115,0 of 0,---,0,0,0:09,55 of 98,54 of 95,1 of 3,0 of 0,53 of 96,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/4896b36f1333d25c
0,1,Shavkat Rakhmonov,0,12 of 20,60%,25 of 34,0 of 2,0%,0,0,3:25,12 of 20,9 of 16,3 of 4,0 of 0,3 of 6,9 of 14,0 of 0,http://www.ufcstats.com/fight-details/1efc813ccd7a5aba
1,1,Stephen Thompson,0,10 of 14,71%,14 of 20,0 of 0,---,0,0,0:00,10 of 14,3 of 7,4 of 4,3 of 3,9 of 13,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/1efc813ccd7a5aba
2,2,Shavkat Rakhmonov,0,16 of 16,100%,48 of 54,1 of 3,33%,2,0,4:20,16 of 16,15 of 15,1 of 1,0 of 0,2 of 2,1 of 1,13 of 13,http://www.ufcstats.com/fight-details/1efc813ccd7a5aba
3,2,Stephen Thompson,0,6 of 11,54%,12 of 17,0 of 0,---,0,0,0:00,6 of 11,3 of 8,3 of 3,0 of 0,4 of 9,0 of 0,2 of 2,http://www.ufcstats.com/fight-details/1efc813ccd7a5aba
0,1,Tony Ferguson,0,29 of 55,52%,31 of 57,0 of 0,---,0,0,0:00,29 of 55,16 of 32,10 of 20,3 of 3,29 of 55,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ac8628d945a78b03
1,1,Paddy Pimblett,1,70 of 104,67%,76 of 110,0 of 1,0%,0,0,0:55,70 of 104,43 of 72,11 of 15,16 of 17,54 of 82,0 of 0,16 of 22,http://www.ufcstats.com/fight-details/ac8628d945a78b03
2,2,Tony Ferguson,0,11 of 18,61%,18 of 25,0 of 0,---,0,0,0:00,11 of 18,8 of 15,2 of 2,1 of 1,6 of 11,0 of 0,5 of 7,http://www.ufcstats.com/fight-details/ac8628d945a78b03
3,2,Paddy Pimblett,0,19 of 27,70%,46 of 58,0 of 0,---,0,0,4:20,19 of 27,16 of 24,2 of 2,1 of 1,4 of 9,0 of 0,15 of 18,http://www.ufcstats.com/fight-details/ac8628d945a78b03
4,3,Tony Ferguson,0,22 of 32,68%,41 of 52,0 of 0,---,0,0,0:00,22 of 32,11 of 19,11 of 13,0 of 0,16 of 25,0 of 0,6 of 7,http://www.ufcstats.com/fight-details/ac8628d945a78b03
5,3,Paddy Pimblett,0,17 of 34,50%,29 of 49,1 of 3,33%,0,0,3:38,17 of 34,14 of 31,0 of 0,3 of 3,8 of 18,0 of 0,9 of 16,http://www.ufcstats.com/fight-details/ac8628d945a78b03
0,1,Josh Emmett,1,2 of 10,20%,2 of 10,0 of 0,---,0,0,0:00,2 of 10,1 of 4,1 of 5,0 of 1,2 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3b21a9f48bac4a44
1,1,Bryce Mitchell,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:00,0 of 3,0 of 1,0 of 0,0 of 2,0 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3b21a9f48bac4a44
0,1,Alonzo Menifield,0,14 of 30,46%,25 of 41,0 of 1,0%,0,0,0:27,14 of 30,14 of 30,0 of 0,0 of 0,12 of 25,2 of 5,0 of 0,http://www.ufcstats.com/fight-details/521a0e016878d174
1,1,Dustin Jacoby,0,28 of 44,63%,38 of 54,0 of 0,---,0,0,1:17,28 of 44,16 of 32,9 of 9,3 of 3,22 of 38,6 of 6,0 of 0,http://www.ufcstats.com/fight-details/521a0e016878d174
2,2,Alonzo Menifield,0,27 of 48,56%,28 of 50,0 of 0,---,0,0,0:01,27 of 48,20 of 39,0 of 1,7 of 8,25 of 44,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/521a0e016878d174
3,2,Dustin Jacoby,0,31 of 55,56%,31 of 56,0 of 0,---,0,0,0:00,31 of 55,25 of 46,1 of 4,5 of 5,29 of 53,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/521a0e016878d174
4,3,Alonzo Menifield,1,27 of 39,69%,42 of 54,1 of 1,100%,0,0,1:35,27 of 39,24 of 35,2 of 3,1 of 1,14 of 25,10 of 11,3 of 3,http://www.ufcstats.com/fight-details/521a0e016878d174
5,3,Dustin Jacoby,0,34 of 51,66%,44 of 61,0 of 0,---,0,0,0:51,34 of 51,28 of 44,5 of 5,1 of 2,27 of 44,7 of 7,0 of 0,http://www.ufcstats.com/fight-details/521a0e016878d174
0,1,Irene Aldana,0,30 of 88,34%,30 of 88,0 of 0,---,0,0,0:00,30 of 88,23 of 75,5 of 10,2 of 3,30 of 88,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/609d994bfe440ec3
1,1,Karol Rosa,0,45 of 89,50%,45 of 89,0 of 0,---,0,0,0:00,45 of 89,11 of 52,2 of 2,32 of 35,45 of 89,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/609d994bfe440ec3
2,2,Irene Aldana,0,54 of 109,49%,54 of 109,0 of 0,---,0,0,0:00,54 of 109,48 of 103,5 of 5,1 of 1,54 of 109,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/609d994bfe440ec3
3,2,Karol Rosa,0,67 of 108,62%,67 of 108,0 of 0,---,0,0,0:00,67 of 108,37 of 73,1 of 4,29 of 31,67 of 107,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/609d994bfe440ec3
4,3,Irene Aldana,0,61 of 111,54%,61 of 111,0 of 0,---,0,0,0:00,61 of 111,51 of 98,10 of 13,0 of 0,61 of 111,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/609d994bfe440ec3
5,3,Karol Rosa,0,92 of 153,60%,92 of 153,0 of 1,0%,0,0,0:00,92 of 153,55 of 112,3 of 5,34 of 36,92 of 153,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/609d994bfe440ec3
0,1,Cody Garbrandt,1,20 of 41,48%,21 of 42,0 of 0,---,0,0,0:19,20 of 41,16 of 37,2 of 2,2 of 2,16 of 35,4 of 6,0 of 0,http://www.ufcstats.com/fight-details/f8a8871d167fc929
